#libszdist version : 0.10.4
#format name : invstd
#format version : 4
#yr  	mo	dy	hr	mn	sc	Pex  	Tex  	RHsh	TGrad	nb	Dbeg	Dend	concTotal	conc...
#UTC 						hPa 	K   	%   	K   	ul	nm  	nm  	#/cm3   	#/cm3...
2020	03	18	18	48	26	1008.0	296.6	 30.2	-99.9	26	10.0	500.0	1.1744e+03	322.5	291.6	288.9	277.5	369.0	408.7	455.3	577.5	539.7	629.1	680.4	805.1	841.1	934.2	1021.2	1039.9	1038.2	865.0	840.7	823.5	928.9	770.7	894.0	726.7	550.1	361.8
2020	03	18	19	02	07	1008.1	296.6	 30.3	-99.9	26	10.0	500.0	1.1171e+03	207.7	224.8	218.6	216.9	337.1	365.9	411.3	465.0	533.1	679.8	723.5	738.4	753.9	811.6	923.2	967.7	918.9	817.4	806.8	837.5	957.6	842.3	916.5	744.6	595.1	423.0
2020	03	18	19	15	48	1008.0	296.5	 30.2	-99.9	26	10.0	500.0	1.3589e+03	380.0	291.6	333.9	305.8	390.6	423.2	492.6	567.5	749.9	784.6	776.7	853.4	970.6	1062.2	1174.3	1194.4	1142.7	1050.8	1175.8	997.4	1041.6	921.9	1044.1	824.6	608.9	436.3
2020	03	18	19	29	29	1007.9	296.5	 30.2	-99.9	26	10.0	500.0	1.2791e+03	368.9	292.0	295.5	330.1	374.0	454.2	498.8	601.8	640.1	759.6	772.0	884.6	897.8	964.3	1208.3	1231.2	1057.7	822.3	840.6	726.4	968.4	935.5	1067.0	786.8	606.9	437.2
2020	03	18	19	43	10	1007.9	296.5	 30.3	-99.9	26	10.0	500.0	2.3021e+03	415.0	303.2	336.6	581.5	737.1	923.3	921.5	1162.9	1334.9	1525.7	1628.3	1849.0	1837.3	1961.7	2070.5	2103.7	1957.8	1719.6	1692.3	1544.1	1581.2	1389.3	1479.1	1231.0	915.2	672.8
2020	03	18	19	56	51	1007.7	296.5	 30.3	-99.9	26	10.0	500.0	2.5904e+03	758.5	526.1	644.0	614.9	714.3	813.2	933.5	1209.5	1286.9	1484.1	1484.5	1567.0	1506.1	2211.3	2514.9	2571.3	2534.3	2198.1	2288.1	1804.6	1865.6	1587.5	1792.2	1379.8	1059.2	767.6
2020	03	18	20	10	32	1007.7	296.5	 30.3	-99.9	26	10.0	500.0	2.9152e+03	747.0	761.2	656.5	705.0	841.2	1002.8	1291.4	1427.1	1499.7	1635.9	2048.6	2572.5	2535.3	2466.1	2666.1	2631.1	2397.2	2025.9	2196.9	1990.4	2087.3	1707.8	1826.8	1382.9	1024.9	769.1
2020	03	18	20	24	13	1007.8	296.5	 30.3	-99.9	26	10.0	500.0	3.0417e+03	863.8	673.1	641.5	861.3	911.3	1142.7	1344.2	1426.7	1743.4	1980.6	2109.9	2274.4	2390.8	2504.7	2593.4	2675.2	2657.5	2280.2	2321.8	1998.5	2279.5	1835.8	1913.9	1432.2	1125.6	775.4
2020	03	18	20	37	54	1007.8	296.6	 30.3	-99.9	26	10.0	500.0	3.4804e+03	884.9	878.7	839.1	937.6	1121.4	1210.6	1441.8	1647.3	1790.8	1940.1	2263.1	2556.6	2733.8	2901.6	3074.7	3125.6	3101.9	2735.3	2654.6	2403.2	2557.8	2155.1	2292.0	1729.2	1318.1	918.3
2020	03	18	20	51	35	1007.8	296.6	 30.3	-99.9	26	10.0	500.0	3.2523e+03	955.9	740.4	856.9	915.3	1206.9	1243.9	1488.1	1704.2	1949.7	2072.3	2234.2	2391.0	2540.6	2764.2	2802.0	2748.6	2649.2	2484.4	2528.5	2163.8	2296.2	1834.9	1947.6	1490.4	1103.8	743.9
2020	03	18	21	05	16	1008.0	296.6	 30.3	-99.9	26	10.0	500.0	2.4004e+03	750.2	601.4	527.2	643.2	771.7	902.2	1048.2	1268.8	1400.1	1413.6	1594.7	1576.9	1776.8	2125.2	2232.6	2389.0	2243.0	1952.6	1634.2	1463.9	1617.0	1322.6	1469.9	1086.3	858.2	651.4
2020	03	18	21	18	57	1008.0	296.8	 30.4	-99.9	26	10.0	500.0	2.3258e+03	677.3	508.8	675.2	650.8	858.5	907.9	1012.4	1161.3	1252.2	1394.0	1624.7	1737.2	1763.7	1728.5	2117.4	1992.1	1910.3	1583.1	1651.9	1502.4	1616.9	1473.9	1633.2	1208.8	903.5	677.6
2020	03	18	21	32	38	1007.9	296.6	 30.4	-99.9	26	10.0	500.0	2.0907e+03	656.5	510.4	571.4	612.5	666.4	769.9	782.7	924.6	1201.8	1318.3	1291.5	1429.8	1536.4	1878.7	1827.3	1731.4	1806.8	1567.6	1649.7	1463.3	1524.3	1275.3	1311.6	1092.2	786.4	577.3
2020	03	18	21	46	19	1008.0	296.8	 30.4	-99.9	26	10.0	500.0	2.0749e+03	529.8	577.7	503.9	527.1	613.5	737.9	795.9	1113.6	1058.1	1201.4	1287.4	1420.7	1759.1	1794.9	1605.1	1808.8	1784.6	1716.4	1683.2	1400.8	1355.7	1267.1	1380.3	1149.0	875.2	584.5
2020	03	18	22	00	00	1007.9	296.8	 30.4	-99.9	26	10.0	500.0	2.2002e+03	574.7	632.5	566.8	656.5	782.3	858.3	868.3	1062.5	1271.1	1390.8	1390.8	1468.9	1644.2	1659.9	1995.4	1908.4	1937.0	1698.0	1723.5	1489.9	1714.6	1300.9	1390.5	1041.1	742.1	606.3
2020	03	18	22	13	41	1007.7	296.8	 30.4	-99.9	26	10.0	500.0	2.4011e+03	782.4	728.4	609.2	728.6	742.2	902.7	1080.4	1291.6	1302.0	1500.0	1405.0	1421.4	1881.2	1987.4	1866.2	2163.4	2103.7	2061.3	1973.0	1599.4	1462.7	1376.6	1576.0	1241.2	895.7	649.9
2020	03	18	22	27	22	1007.5	296.8	 30.5	-99.9	26	10.0	500.0	2.7072e+03	495.9	499.8	742.3	775.4	928.6	1088.3	1150.3	1442.9	1420.3	1811.4	1962.2	2020.2	2197.1	2377.4	2559.5	2597.1	2380.8	2053.6	1956.2	1640.6	1778.9	1433.1	1686.6	1299.9	928.9	608.8
2020	03	18	22	41	03	1007.3	296.9	 30.5	-99.9	26	10.0	500.0	2.5972e+03	689.0	576.0	595.1	696.4	800.1	920.2	1111.4	1374.4	1607.8	1575.4	1727.6	2083.0	2101.5	2031.1	2182.7	2143.5	2512.3	2109.8	1952.9	1639.6	1787.1	1588.8	1571.6	1219.9	963.8	656.1
2020	03	18	22	54	44	1006.9	296.9	 30.5	-99.9	26	10.0	500.0	2.7067e+03	759.7	577.3	728.1	662.1	771.9	1019.9	1275.9	1477.4	1492.3	1652.4	1803.8	1922.5	2143.8	2044.8	2407.3	2466.7	2480.8	2319.4	2241.4	1801.1	1779.2	1456.9	1613.2	1317.2	914.2	699.5
2020	03	18	23	08	25	1006.7	297.0	 30.5	-99.9	26	10.0	500.0	2.6451e+03	760.5	673.4	571.3	663.5	882.0	965.3	1145.0	1246.9	1321.1	1671.1	1911.1	1936.7	2126.3	2363.4	2418.8	2246.8	2205.6	1796.9	1841.0	1839.8	1843.9	1659.7	1785.5	1327.8	984.9	733.9
2020	03	18	23	22	06	1006.9	297.0	 30.5	-99.9	26	10.0	500.0	2.5592e+03	668.3	521.8	654.7	678.6	807.5	1099.5	1059.6	1179.5	1423.4	1473.4	1727.9	1730.9	1825.0	1748.2	1849.9	1914.7	2504.0	2095.4	2173.6	1873.2	2109.3	1572.1	1810.6	1305.8	1083.0	768.8
2020	03	18	23	35	47	1007.0	297.1	 30.6	-99.9	26	10.0	500.0	3.4737e+03	873.8	587.9	637.3	831.4	979.8	1060.3	1415.1	1967.6	2036.3	2350.9	2601.0	2711.4	2928.8	3176.8	3186.7	3046.8	2998.9	2729.8	2775.2	2147.3	2296.7	2013.1	2096.8	1581.3	1221.0	863.3
